Status,Is_Dropout,Course_Name,Gender_Label,Age_at_enrollment,Age_Group,Scholarship_Label,Tuition_Label,Debtor_Label,Marital_Label,Admission_grade,Previous_qualification_grade,Curricular_units_1st_sem_approved,Curricular_units_2nd_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_grade,Sem1_Approved_Group,Sem2_Approved_Group,Sem2_Grade_Group,Unemployment_rate,GDP
Graduate,0,Advertising & Marketing Mgmt,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,127.9,131.0,5,5,12.8,14.2,4-6 Unit,4-6 Unit,Tinggi (15-20),9.4,-3.12
Graduate,0,Veterinary Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,121.3,130.0,6,6,14.166666666666666,12.2,4-6 Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Dropout,1,Oral Hygiene,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,117.1,122.0,5,0,12.1,0.0,4-6 Unit,0 Unit,Tidak Lulus (0),13.9,0.79
Graduate,0,Veterinary Nursing,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,160.0,160.0,6,5,14.166666666666666,13.77777777777778,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Enrolled,0,Basic Education,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,145.3,146.0,5,5,12.8,13.4,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Social Service,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,122.6,131.0,6,6,13.0,13.666666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,128.0,132.0,7,8,13.467142857142855,15.011111111111113,7+ Unit,7+ Unit,Tinggi (15-20),12.4,1.79
Dropout,1,Nursing,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,124.9,138.0,7,7,13.2375,13.742857142857144,7+ Unit,7+ Unit,Sedang (11-14),13.9,0.79
Graduate,0,Communication Design,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,123.7,130.0,6,6,12.333333333333334,13.0,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Management,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,120.1,126.0,5,5,12.4,14.6,4-6 Unit,4-6 Unit,Tinggi (15-20),8.9,3.51
Dropout,1,Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,131.7,148.0,5,0,14.0,0.0,4-6 Unit,0 Unit,Tidak Lulus (0),13.9,0.79
Graduate,0,Social Service,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,133.2,130.0,9,7,11.666666666666666,11.714285714285714,7+ Unit,7+ Unit,Sedang (11-14),7.6,0.32
Dropout,1,Advertising & Marketing Mgmt,Perempuan,19,<20 Tahun,Ya,Menunggak,Memiliki Tunggakan,Lajang,109.3,117.0,5,4,12.0,12.5,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Graduate,0,Advertising & Marketing Mgmt,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,113.0,120.0,4,4,12.2,11.5,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Journalism & Communication,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Memiliki Tunggakan,Lajang,157.9,153.0,6,6,14.833333333333334,14.833333333333334,4-6 Unit,4-6 Unit,Tinggi (15-20),8.9,3.51
Enrolled,0,Nursing,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,112.1,117.0,5,7,13.188,12.892857142857142,4-6 Unit,7+ Unit,Sedang (11-14),11.1,2.02
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,174.7,178.0,7,8,17.125,17.5875,7+ Unit,7+ Unit,Tinggi (15-20),13.9,0.79
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,128.8,129.0,6,6,12.666666666666666,12.666666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Journalism & Communication,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,110.1,116.0,6,5,12.666666666666666,12.0,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Enrolled,0,Management,Perempuan,22,20-22 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,99.7,99.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),8.9,3.51
Graduate,0,Social Service,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,121.0,135.0,6,6,11.333333333333334,11.5,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,131.7,141.0,7,8,13.605,12.33125,7+ Unit,7+ Unit,Sedang (11-14),15.5,-4.06
Graduate,0,Basic Education,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,119.1,132.0,5,5,12.0,10.8,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Dropout,1,Tourism,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,124.7,132.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),7.6,0.32
Dropout,1,Tourism,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,117.2,113.0,5,3,11.2,11.666666666666666,4-6 Unit,1-3 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Management,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,128.8,134.0,5,5,13.375,14.166666666666666,4-6 Unit,4-6 Unit,Tinggi (15-20),13.9,0.79
Graduate,0,Nursing,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,131.5,136.0,6,7,13.863333333333337,14.178571428571429,4-6 Unit,7+ Unit,Tinggi (15-20),11.1,2.02
Enrolled,0,Animation & Multimedia Design,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,121.7,136.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),9.4,-3.12
Graduate,0,Veterinary Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,123.4,129.0,5,5,12.4,13.4,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Enrolled,0,Basic Education,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,124.7,138.0,3,5,12.333333333333334,10.833333333333334,1-3 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Basic Education,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,132.8,137.0,6,5,13.333333333333334,11.8,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Dropout,1,Basic Education,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,108.7,115.0,3,3,12.666666666666666,10.0,1-3 Unit,1-3 Unit,Rendah (1-10),9.4,-3.12
Dropout,1,Basic Education,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,138.1,129.0,6,4,12.0,11.5,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Management,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,126.5,131.0,5,5,10.6,11.8,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Graduate,0,Social Service,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,127.4,133.0,6,6,12.25,11.857142857142858,4-6 Unit,4-6 Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Social Service,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,123.6,125.0,4,6,11.0,11.833333333333334,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Social Service (Evening),Perempuan,24,23-25 Tahun,Ya,Tepat Waktu,Tidak,Lajang,122.0,120.0,5,5,11.0,12.6,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Dropout,1,Advertising & Marketing Mgmt,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,118.2,128.0,6,6,13.166666666666666,13.0,4-6 Unit,4-6 Unit,Sedang (11-14),10.8,1.74
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,123.9,127.0,7,7,12.855555555555554,12.761111111111113,7+ Unit,7+ Unit,Sedang (11-14),15.5,-4.06
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,125.8,134.0,7,8,14.91875,15.355,7+ Unit,7+ Unit,Tinggi (15-20),15.5,-4.06
Dropout,1,Basic Education,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,123.3,132.0,4,3,11.5,11.0,4-6 Unit,1-3 Unit,Sedang (11-14),10.8,1.74
Graduate,0,Advertising & Marketing Mgmt,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,124.4,124.0,5,5,14.2,14.2,4-6 Unit,4-6 Unit,Tinggi (15-20),7.6,0.32
Graduate,0,Journalism & Communication,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,126.0,133.1,6,6,12.5,13.0,4-6 Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Enrolled,0,Agronomy,Perempuan,47,>25 Tahun,Tidak,Tepat Waktu,Memiliki Tunggakan,Janda/Duda,170.0,170.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),8.9,3.51
Graduate,0,Social Service,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,121.5,125.0,5,4,11.666666666666666,11.0,4-6 Unit,4-6 Unit,Sedang (11-14),13.9,0.79
Graduate,0,Nursing,Perempuan,29,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,130.0,130.0,7,7,14.257142857142856,14.257142857142856,7+ Unit,7+ Unit,Tinggi (15-20),12.7,-1.7
Dropout,1,Social Service,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,117.0,125.0,3,2,12.0,11.333333333333334,1-3 Unit,1-3 Unit,Sedang (11-14),16.2,-0.92
Enrolled,0,Veterinary Nursing,Perempuan,28,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,130.0,130.0,4,4,11.25,10.5,4-6 Unit,4-6 Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Oral Hygiene,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,108.0,133.1,7,8,12.457142857142856,13.5625,7+ Unit,7+ Unit,Sedang (11-14),15.5,-4.06
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,132.3,131.0,6,6,11.683333333333332,11.683333333333332,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Social Service (Evening),Perempuan,26,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,148.0,150.0,3,5,11.666666666666666,12.0,1-3 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Dropout,1,Tourism,Perempuan,20,20-22 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,122.6,125.0,4,6,11.75,13.166666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Enrolled,0,Advertising & Marketing Mgmt,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,123.0,131.0,3,4,11.666666666666666,13.5,1-3 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Basic Education,Perempuan,27,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,102.5,130.0,5,5,13.2,12.0,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Dropout,1,Nursing,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,113.3,123.0,4,4,11.95,11.95,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Dropout,1,Basic Education,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,133.0,141.0,5,5,12.4,10.4,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Dropout,1,Nursing,Perempuan,33,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,140.0,140.0,6,6,14.35,14.583333333333334,4-6 Unit,4-6 Unit,Tinggi (15-20),16.2,-0.92
Graduate,0,Basic Education,Perempuan,35,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,128.3,140.0,21,19,12.61904761904762,12.789473684210526,7+ Unit,7+ Unit,Sedang (11-14),12.4,1.79
Enrolled,0,Management (Evening),Perempuan,26,>25 Tahun,Ya,Tepat Waktu,Tidak,Lajang,140.0,140.0,6,6,12.666666666666666,13.166666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Dropout,1,Journalism & Communication,Perempuan,27,>25 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,104.0,133.1,5,0,12.0,0.0,4-6 Unit,0 Unit,Tidak Lulus (0),11.1,2.02
Dropout,1,Communication Design,Perempuan,19,<20 Tahun,Tidak,Menunggak,Tidak,Lajang,122.3,131.0,6,0,12.166666666666666,0.0,4-6 Unit,0 Unit,Tidak Lulus (0),15.5,-4.06
Dropout,1,Tourism,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,135.0,143.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),11.1,2.02
Dropout,1,Management,Perempuan,20,20-22 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,119.1,132.0,3,3,10.0,10.571428571428571,1-3 Unit,1-3 Unit,Sedang (11-14),10.8,1.74
Enrolled,0,Social Service,Perempuan,21,20-22 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,126.6,143.0,8,4,11.5,10.0,7+ Unit,4-6 Unit,Rendah (1-10),9.4,-3.12
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,129.0,141.0,6,6,13.05,13.05,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Dropout,1,Veterinary Nursing,Perempuan,24,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,162.3,133.1,2,0,11.0,0.0,1-3 Unit,0 Unit,Tidak Lulus (0),8.9,3.51
Graduate,0,Communication Design,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,163.4,148.0,6,6,11.5,12.0,4-6 Unit,4-6 Unit,Sedang (11-14),16.2,-0.92
Graduate,0,Tourism,Perempuan,21,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,121.5,125.0,6,6,12.0,12.5,4-6 Unit,4-6 Unit,Sedang (11-14),13.9,0.79
Enrolled,0,Social Service (Evening),Perempuan,23,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,122.8,120.0,2,1,10.0,10.0,1-3 Unit,1-3 Unit,Rendah (1-10),9.4,-3.12
Dropout,1,Management,Perempuan,24,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,118.0,140.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),7.6,0.32
Dropout,1,Basic Education,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,134.0,139.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),12.4,1.79
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,129.8,142.0,7,7,12.242857142857144,12.242857142857144,7+ Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Dropout,1,Management (Evening),Perempuan,27,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,152.0,130.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),8.9,3.51
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,122.8,126.0,8,8,12.93375,12.93375,7+ Unit,7+ Unit,Sedang (11-14),9.4,-3.12
Dropout,1,Informatics Engineering,Perempuan,35,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,150.0,150.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),13.9,0.79
Graduate,0,Basic Education,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,131.8,130.0,7,7,12.571428571428571,14.428571428571429,7+ Unit,7+ Unit,Tinggi (15-20),11.1,2.02
Enrolled,0,Nursing,Perempuan,35,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,105.9,120.0,3,3,11.816666666666668,11.333333333333334,1-3 Unit,1-3 Unit,Sedang (11-14),11.1,2.02
Graduate,0,Veterinary Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,132.1,138.0,4,4,13.75,14.333333333333334,4-6 Unit,4-6 Unit,Tinggi (15-20),10.8,1.74
Graduate,0,Social Service,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,127.4,127.0,6,6,11.166666666666666,11.333333333333334,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,129.5,140.0,7,7,12.324285714285711,12.324285714285711,7+ Unit,7+ Unit,Sedang (11-14),10.8,1.74
Graduate,0,Social Service,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Memiliki Tunggakan,Lajang,126.7,130.0,6,6,12.166666666666666,11.714285714285714,4-6 Unit,4-6 Unit,Sedang (11-14),13.9,0.79
Graduate,0,Social Service,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,116.5,128.0,5,4,11.142857142857142,11.25,4-6 Unit,4-6 Unit,Sedang (11-14),16.2,-0.92
Graduate,0,Social Service,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,119.1,132.0,4,4,11.0,10.75,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,126.5,149.0,7,7,12.914285714285713,12.914285714285713,7+ Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Journalism & Communication,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,149.8,155.0,6,6,13.833333333333334,14.166666666666666,4-6 Unit,4-6 Unit,Tinggi (15-20),16.2,-0.92
Graduate,0,Veterinary Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,115.1,120.0,6,5,13.857142857142858,13.4,4-6 Unit,4-6 Unit,Sedang (11-14),13.9,0.79
Dropout,1,Tourism,Perempuan,36,>25 Tahun,Ya,Tepat Waktu,Tidak,Lajang,124.5,133.1,6,5,13.714285714285714,12.8,4-6 Unit,4-6 Unit,Sedang (11-14),16.2,-0.92
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,128.3,131.0,7,7,12.642857142857142,12.642857142857142,7+ Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,136.0,149.0,6,6,12.916666666666666,12.916666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Equinculture,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,140.0,140.0,6,6,15.625,15.857142857142858,4-6 Unit,4-6 Unit,Tinggi (15-20),13.9,0.79
Dropout,1,Management (Evening),Perempuan,26,>25 Tahun,Ya,Tepat Waktu,Tidak,Lajang,126.3,133.1,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),16.2,-0.92
Graduate,0,Journalism & Communication,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,126.9,122.0,6,6,11.714285714285714,12.0,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Enrolled,0,Oral Hygiene,Perempuan,25,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,145.0,130.0,6,8,12.125,13.3125,4-6 Unit,7+ Unit,Sedang (11-14),15.5,-4.06
Graduate,0,Management,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,115.8,121.0,5,5,11.6,11.6,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Dropout,1,Social Service (Evening),Perempuan,24,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,100.0,120.0,1,0,10.0,0.0,1-3 Unit,0 Unit,Tidak Lulus (0),9.4,-3.12
Dropout,1,Social Service (Evening),Perempuan,27,>25 Tahun,Ya,Tepat Waktu,Tidak,Lajang,102.5,133.1,1,0,10.0,0.0,1-3 Unit,0 Unit,Tidak Lulus (0),8.9,3.51
Dropout,1,Veterinary Nursing,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,131.5,121.0,0,2,0.0,13.5,0 Unit,1-3 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Management,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,147.0,133.0,4,3,13.0,12.333333333333334,4-6 Unit,1-3 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Basic Education,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Menikah,122.5,134.0,6,6,13.333333333333334,14.5,4-6 Unit,4-6 Unit,Tinggi (15-20),10.8,1.74
Dropout,1,Tourism,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,117.5,115.0,4,2,11.25,12.5,4-6 Unit,1-3 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,150.0,127.0,5,7,13.85,12.19285714285714,4-6 Unit,7+ Unit,Sedang (11-14),11.1,2.02
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,127.5,135.0,6,7,13.741666666666667,14.9125,4-6 Unit,7+ Unit,Tinggi (15-20),16.2,-0.92
Graduate,0,Management (Evening),Perempuan,33,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,140.0,140.0,6,5,15.333333333333334,15.8,4-6 Unit,4-6 Unit,Tinggi (15-20),11.1,2.02
Graduate,0,Management,Perempuan,45,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,130.0,130.0,5,5,11.0,13.8,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Graduate,0,Social Service,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,133.3,135.0,6,6,12.0,12.857142857142858,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Dropout,1,Advertising & Marketing Mgmt,Perempuan,28,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,97.0,140.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),7.6,0.32
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,112.0,120.0,7,7,11.571428571428571,11.571428571428571,7+ Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Tourism,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,123.6,140.0,6,3,12.857142857142858,12.666666666666666,4-6 Unit,1-3 Unit,Sedang (11-14),12.7,-1.7
Dropout,1,Tourism,Perempuan,38,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,130.5,133.1,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),15.5,-4.06
Graduate,0,Advertising & Marketing Mgmt,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,133.3,135.0,5,5,13.0,13.2,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Tourism,Perempuan,21,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,132.1,123.0,5,5,11.0,12.0,4-6 Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Dropout,1,Management,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,100.0,133.1,3,1,12.0,15.0,1-3 Unit,1-3 Unit,Tinggi (15-20),16.2,-0.92
Graduate,0,Social Service,Perempuan,22,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,140.4,154.0,5,6,12.6,13.0,4-6 Unit,4-6 Unit,Sedang (11-14),10.8,1.74
Graduate,0,Basic Education,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,141.7,148.0,5,6,13.4,13.166666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Social Service,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,119.7,133.0,6,6,11.333333333333334,11.571428571428571,4-6 Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Dropout,1,Equinculture,Perempuan,25,23-25 Tahun,Tidak,Menunggak,Tidak,Lajang,122.5,126.0,4,4,13.5,14.25,4-6 Unit,4-6 Unit,Tinggi (15-20),9.4,-3.12
Dropout,1,Veterinary Nursing,Perempuan,24,23-25 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,140.0,133.1,3,3,11.75,10.333333333333334,1-3 Unit,1-3 Unit,Sedang (11-14),16.2,-0.92
Enrolled,0,Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,119.4,125.0,6,7,12.471428571428572,11.4625,4-6 Unit,7+ Unit,Sedang (11-14),12.4,1.79
Enrolled,0,Animation & Multimedia Design,Perempuan,24,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,155.0,145.0,11,9,12.909090909090908,13.555555555555555,7+ Unit,7+ Unit,Sedang (11-14),12.4,1.79
Graduate,0,Management,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,119.1,118.0,5,5,11.6,13.6,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Dropout,1,Management,Perempuan,25,23-25 Tahun,Tidak,Menunggak,Tidak,Lajang,122.7,120.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),10.8,1.74
Graduate,0,Management,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,117.9,127.0,9,10,12.9,12.363636363636363,7+ Unit,7+ Unit,Sedang (11-14),8.9,3.51
Graduate,0,Nursing,Perempuan,23,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,130.0,130.0,8,8,13.22,13.22,7+ Unit,7+ Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,120.0,129.0,7,7,13.151428571428571,13.151428571428571,7+ Unit,7+ Unit,Sedang (11-14),10.8,1.74
Dropout,1,Agronomy,Perempuan,29,>25 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,130.0,130.0,3,3,12.75,11.333333333333334,1-3 Unit,1-3 Unit,Sedang (11-14),13.9,0.79
